srcYear,srcStateCode,srcStateName,srcDistrictCode,srcDistrictName,srcCalendarDay,Country,YearCode,Year,StateCode,StateName,DayCode,CalendarDay,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2026,5,UTTARAKHAND,54,RUDRA PRAYAG,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",5,UTTARAKHAND,20260503,2026-05-03,54,RUDRA PRAYAG,264543,32183,232360,126578,17838,108740,137965,14345,123620,57340,6458,50882,4075,58609.75,62684.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,5,UTTARAKHAND,55,TEHRI GARHWAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",5,UTTARAKHAND,20260503,2026-05-03,55,TEHRI GARHWAL,619828,70855,548973,298459,38982,259477,321369,31873,289496,132927,17200,115727,6711,168830.16,175541.16375732422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,5,UTTARAKHAND,56,UDHAM SINGH NAGAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",5,UTTARAKHAND,20260503,2026-05-03,56,UDAM SINGH NAGAR,1626644,564502,1062142,846794,296324,550470,779850,268178,511672,304783,106138,198645,9421,286955.8,296376.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,5,UTTARAKHAND,57,UTTARKASHI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",5,UTTARAKHAND,20260503,2026-05-03,57,UTTAR KASHI,330086,24305,305781,168597,13222,155375,161489,11083,150406,67602,5688,61914,2702,704189.25,706891.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,58,AMBALA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,58,AMBALA,1128350,500774,627576,598703,267000,331703,529647,233774,295873,224334,106632,117702,13360,137577,150937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,59,BHIWANI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,59,BHIWANI,1132169,264985,867184,600723,140507,460216,531446,124478,406968,215501,52170,163331,5265,323058,328323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,60,FARIDABAD,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,60,FARIDABAD,1809733,1438855,370878,966110,768007,198103,843623,670848,172775,358919,295553,63366,21842,52975,74817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,604,NUH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,604,NUH,1089263,124106,965157,571162,65076,506086,518101,59030,459071,160280,20305,139975,6529,143522,150051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,61,FATEHABAD,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,61,FATEHABAD,942011,179588,762423,495360,94546,400814,446651,85042,361609,180637,35500,145137,3474,249947,253421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,619,PALWAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,619,PALWAL,1042708,236544,806164,554497,125590,428907,488211,110954,377257,171157,41461,129696,4710,131701,136411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,62,GURUGRAM,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,62,GURUGRAM,1514432,1042253,472179,816690,565228,251462,697742,477025,220717,326428,237750,88678,28135,97858,125993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,63,HISAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,63,HISAR,1743931,553488,1190443,931562,297423,634139,812369,256065,556304,335608,109957,225651,14747,394336,409083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,64,JHAJJAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,64,JHAJJAR,958405,243339,715066,514667,130448,384219,443738,112891,330847,185334,48831,136503,8112,184431,192543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,65,JIND,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,65,JIND,1317043,305583,1011460,704016,162487,541529,613027,143096,469931,246724,58861,187863,7526,265571,273097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,66,KAITHAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,66,KAITHAL,1091413,236011,855402,579993,125072,454921,511420,110939,400481,207286,46255,161031,10430,220802,231232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,67,KARNAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,67,KARNAL,1505069,454810,1050259,797579,240602,556977,707490,214208,493282,292034,93490,198544,6895,239066,245961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,68,KURUKSHETRA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,68,KURUKSHETRA,964655,279225,685430,510976,149956,361020,453679,129269,324410,188143,57319,130824,7437,161072,168509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,69,MAHENDRAGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,69,MAHENDRAGARH,922088,132855,789233,486665,70307,416358,435423,62548,372875,171712,24590,147122,3298,190580,193878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,70,PANCHKULA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,70,PANCHKULA,561293,313230,248063,299679,166526,133153,261614,146704,114910,117107,70953,46154,7049,50946,57995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,701,CHARKI DADRI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,701,CHARKI DADRI,502276,56337,445939,265949,29953,235996,236327,26384,209943,95879,11074,84805,542,136517,137059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,71,PANIPAT,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,71,PANIPAT,1205692,555085,650607,646990,297215,349775,558702,257870,300832,235690,113764,121926,7935,122473,130408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,72,REWARI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,72,REWARI,900332,233430,666902,474335,124625,349710,425997,108805,317192,178043,47744,130299,6489,144078,150567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,73,ROHTAK,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,73,ROHTAK,1061204,446164,615040,568479,236445,332034,492725,209719,283006,206988,89538,117450,10598,156809,167407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,74,SIRSA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,74,SIRSA,1295189,319248,975941,682582,168405,514177,612607,150843,461764,246571,63076,183495,5898,422211,428109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,75,SONIPAT,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,75,SONIPAT,1450001,453364,996637,781299,242549,538750,668702,210815,457887,277726,90174,187552,8201,207624,215825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,76,YAMUNANAGAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",6,HARYANA,20260503,2026-05-03,76,YAMUNANAGAR,1214205,472829,741376,646718,252761,393957,567487,220068,347419,235423,98771,136652,9136,162271,171407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,6,HARYANA,792,Hansi,03-May-2026,,2026,"Calendar Year (Jan - Dec), 2026",,,20260503,2026-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,7,DELHI,670,SOUTH EAST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,670,South East,,,0,,,0,,,0,,,0,2038.4999999999998,0,2038.4999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,671,SHAHDARA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,671,SHAHDARA,,,0,,,0,,,0,,,0,756.8000000000001,0,756.8000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,77,CENTRAL,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,77,CENTRAL,866464,848718,17746,459988,450442,9546,406476,398276,8200,174597,171285,3312,1763,698.6,2461.5999755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,78,EAST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,78,EAST,,,3530,,,1861,,,1669,,,875,1239.5,26.7,1266.2000007629395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,79,NEW DELHI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,79,NEW DELHI,332341,332341,0,191684,191684,0,140657,140657,0,80961,80961,0,2964.6,0,2964.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,80,NORTH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,80,NORTH,1346500,1177761,168739,726385,634861,91524,620115,542900,77215,268135,235999,32136,12345,12010.399,24355.3994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,81,NORTH EAST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,81,NORTH EAST,,,21527,,,11718,,,9809,,,3938,1523.3,1377.7,2900.999951171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,82,NORTH WEST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,82,NORTH WEST,2910982,2865771,45211,1555829,1531673,24156,1355153,1334098,21055,592469,584105,8364,6469.6,4488.5996,10958.199609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,83,SOUTH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,83,SOUTH,,,12193,,,6819,,,5374,,,2457,10009.2,1315.42,11324.620043945313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,84,SOUTH WEST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,84,SOUTH WEST,2105512,1961836,143676,1133847,1056505,77342,971665,905331,66334,447421,420099,27322,5575.7,15017.101,20592.8005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,7,DELHI,85,WEST,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",7,DELHI,20260503,2026-05-03,85,WEST,2543243,2536823,6420,1356240,1352885,3355,1187003,1183938,3065,533221,532051,1170,6063.8,685.57996,6749.379956054688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,100,GANGANAGAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,100,GANGANAGAR,1367777,498145,869632,726844,265382,461462,640933,232763,408170,269365,100954,168411,7818,639293.06,647111.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,101,HANUMANGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,101,HANUMANGARH,1774692,350464,1424228,931184,184297,746887,843508,166167,677341,336192,67830,268362,7374,967082.4,974456.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,102,JAIPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,102,JAIPUR,3837956,3387731,450225,2015761,1781847,233914,1822195,1605884,216311,727424,655531,71893,75260,113317.516,188577.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,103,JAISALMER,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,103,JAISALMER,669919,89025,580894,361708,49261,312447,308211,39764,268447,117171,16744,100427,7038,3.7714355e+06,3778473.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,104,JALORE,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,104,JALORE,1016175,151755,864420,514996,79015,435981,501179,72740,428439,185548,28060,157488,7654,559745.8,567399.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,105,JHALAWAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,105,JHALAWAR,1412979,229291,1183688,726056,118610,607446,686923,110681,576242,283662,45593,238069,11002,620645.44,631647.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,106,JHUNJHUNU,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,106,JHUNJHUNU,1749421,461526,1287895,894661,238800,655861,854760,222726,632034,314524,78193,236331,24802,442292.62,467094.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,107,JODHPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,107,JODHPUR,1393263,1203332,189931,729601,631063,98538,663662,572269,91393,254913,222823,32090,20675,127722.26,148397.2578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,108,KARAULI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,108,KARAULI,1079147,218105,861042,580635,115454,465181,498512,102651,395861,194813,37933,156880,9293,381509.53,390802.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,109,KOTA,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,109,KOTA,1949379,1176604,772775,1020303,619830,400473,929076,556774,372302,396163,245150,151013,64384,458109.25,522493.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,110,NAGAUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,110,NAGAUR,1994946,590421,1404525,1025081,303428,721653,969865,286993,682872,349916,94693,255223,36563,1.0683118e+06,1104874.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,111,PALI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,111,PALI,1628164,460006,1168158,819955,237863,582092,808209,222143,586066,331865,88647,243218,43914,944213.9,988127.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,112,RAJSAMAND,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,112,RAJSAMAND,1123757,183820,939937,564545,94379,470166,559212,89441,469771,236133,37200,198933,16616,424026.78,440642.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,113,SAWAI MADHOPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,113,SAWAI MADHOPUR,936379,255496,680883,491130,133717,357413,445249,121779,323470,179769,46560,133209,13464,356046.97,369510.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,114,SIKAR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,114,SIKAR,2022239,612149,1410090,1034122,316201,717921,988117,295948,692169,334370,95972,238398,24893,565033.06,589926.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,115,SIROHI,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,115,SIROHI,1036346,208654,827692,534231,109979,424252,502115,98675,403440,201785,42520,159265,12087,509961.94,522048.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,116,TONK,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,116,TONK,1298015,317723,980292,665287,160091,505196,632728,157632,475096,243189,54744,188445,22579,607870.44,630449.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,117,UDAIPUR,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,117,UDAIPUR,2514825,593075,1921750,1285294,307482,977812,1229531,285593,943938,509554,124180,385374,13036,840001.6,853037.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2026,8,RAJASTHAN,629,PRATAPGARH,03-May-2026,India,2026,"Calendar Year (Jan - Dec), 2026",8,RAJASTHAN,20260503,2026-05-03,629,PRATAPGARH,867848,71807,796041,437744,36573,401171,430104,35234,394870,178726,14916,163810,2886,407859.97,410745.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
